40000,2014-11-08
36333,2014-11-09
36333,2014-11-09
36333,2014-11-09
59000,2014-11-12
59000,2014-11-13
59000,2014-11-14
59000,2014-11-15
45000,2014-11-16
45000,2014-11-16
45000,2014-11-16
45000,2014-11-16
45000,2014-11-16
45000,2014-11-16
45000,2014-11-16
60000,2014-11-23
60000,2014-11-23
60000,2014-11-23
60000,2014-11-23
60000,2014-11-23
60000,2014-11-23
60000,2014-11-23
60000,2014-11-23
60000,2014-11-23
60000,2014-11-23
77800,2014-12-03
77800,2014-12-04
76500,2014-12-05
98000,2014-12-06
97000,2014-12-07
97000,2014-12-08
97000,2014-12-09
97000,2014-12-10
97000,2014-12-11
92500,2014-12-12
97000,2014-12-13
96250,2014-12-14
96250,2014-12-14
96250,2014-12-14
90000,2014-12-17
90000,2014-12-18
81667,2014-12-19
90000,2014-12-20
90000,2014-12-21
90000,2014-12-21
90000,2014-12-21
90000,2014-12-24
90000,2014-12-25
80000,2014-12-26
80000,2014-12-26
80000,2014-12-26
80000,2014-12-26
80000,2014-12-26
80000,2014-12-26
80000,2014-12-26
30000,2015-01-02
30000,2015-01-02
30000,2015-01-02
30000,2015-01-02
30000,2015-01-02
110000,2015-01-07
110000,2015-01-08
96667,2015-01-09
100000,2015-01-10
98000,2015-01-11
98000,2015-01-11
98000,2015-01-11
98000,2015-01-11
98000,2015-01-11
86667,2015-01-16
98000,2015-01-17
98000,2015-01-17
98000,2015-01-17
98000,2015-01-17
64000,2015-01-21
64000,2015-01-22
56333,2015-01-23
64000,2015-01-24
62500,2015-01-25
62500,2015-01-25
62500,2015-01-25
60000,2015-01-28
60000,2015-01-28
18000,2015-01-30
18000,2015-01-30
18000,2015-01-30
18000,2015-01-30
18000,2015-01-30
37300,2015-02-04
43800,2015-02-05
39500,2015-02-06
46000,2015-02-07
43800,2015-02-08
43800,2015-02-08
43800,2015-02-08
40800,2015-02-11
40800,2015-02-12
20000,2015-02-13
40800,2015-02-14
40800,2015-02-15
40800,2015-02-15
40800,2015-02-15
30600,2015-02-18
30600,2015-02-19
29000,2015-02-20
29500,2015-02-21
30600,2015-02-22
30600,2015-02-22
30600,2015-02-22
28200,2015-02-25
29200,2015-02-26
26500,2015-02-27
28200,2015-02-28
29333,2015-03-01
35400,2015-03-02
35500,2015-03-03
35400,2015-03-04
36250,2015-03-05
20000,2015-03-06
20000,2015-03-06
20000,2015-03-06
34250,2015-03-09
50400,2015-03-10
50400,2015-03-11
51750,2015-03-12
45333,2015-03-13
45333,2015-03-13
45333,2015-03-13
53333,2015-03-16
50400,2015-03-17
51750,2015-03-18
51750,2015-03-18
45000,2015-03-20
45000,2015-03-20
45000,2015-03-20
49400,2015-03-23
49400,2015-03-24
49250,2015-03-25
49400,2015-03-26
43833,2015-03-27
43833,2015-03-27
43833,2015-03-27
38600,2015-03-30
38600,2015-03-31
38320,2015-04-01
47400,2015-04-02
28000,2015-04-03
28000,2015-04-03
30000,2015-04-05
33000,2015-04-06
33000,2015-04-07
33000,2015-04-08
33000,2015-04-09
30167,2015-04-10
30167,2015-04-10
30167,2015-04-10
33000,2015-04-13
33000,2015-04-14
32000,2015-04-15
31600,2015-04-16
29000,2015-04-17
29000,2015-04-17
29000,2015-04-17
29600,2015-04-20
27600,2015-04-21
28600,2015-04-22
27600,2015-04-23
26333,2015-04-24
26333,2015-04-24
26333,2015-04-24
26600,2015-04-27
26600,2015-04-28
26600,2015-04-29
26600,2015-04-30
20000,2015-05-01
20000,2015-05-01
20000,2015-05-01
29600,2015-05-04
27600,2015-05-05
27600,2015-05-06
28600,2015-05-07
27500,2015-05-08
27500,2015-05-08
27500,2015-05-08
36400,2015-05-11
32800,2015-05-12
34400,2015-05-13
34400,2015-05-13
32000,2015-05-15
32000,2015-05-15
32000,2015-05-15
32000,2015-05-18
32000,2015-05-19
32000,2015-05-20
32000,2015-05-21
30667,2015-05-22
30667,2015-05-22
30667,2015-05-22
30000,2015-05-25
30000,2015-05-26
29000,2015-05-27
29000,2015-05-28
28167,2015-05-29
28167,2015-05-29
28167,2015-05-29
30200,2015-06-01
30200,2015-06-01
30200,2015-06-03
30200,2015-06-04
29167,2015-06-05
29167,2015-06-05
29167,2015-06-05
30200,2015-06-08
30200,2015-06-09
30200,2015-06-10
29200,2015-06-11
28333,2015-06-12
28333,2015-06-12
28333,2015-06-12
29200,2015-06-15
29200,2015-06-16
29200,2015-06-17
31200,2015-06-18
30167,2015-06-19
30167,2015-06-19
30167,2015-06-19
35000,2015-06-22
35000,2015-06-23
35000,2015-06-24
35000,2015-06-25
27333,2015-06-26
27333,2015-06-26
27333,2015-06-26
29600,2015-06-29
29600,2015-06-30
29600,2015-07-01
29600,2015-07-02
27667,2015-07-03
27667,2015-07-03
27667,2015-07-03
30600,2015-07-06
30600,2015-07-07
31800,2015-07-08
31800,2015-07-09
36000,2015-07-10
36000,2015-07-10
36000,2015-07-10
44000,2015-07-13
44000,2015-07-14
44000,2015-07-15
44000,2015-07-15
40000,2015-07-17
40000,2015-07-17
40000,2015-07-17
40000,2015-07-17
40000,2015-07-17
83000,2015-07-22
83000,2015-07-23
75167,2015-07-24
75167,2015-07-24
75167,2015-07-24
63000,2015-07-27
65000,2015-07-28
65000,2015-07-29
46000,2015-07-30
61667,2015-07-31
61667,2015-07-31
61667,2015-07-31
69000,2015-08-03
69000,2015-08-04
72000,2015-08-05
72000,2015-08-06
67500,2015-08-07
67500,2015-08-07
67500,2015-08-07
83000,2015-08-10
83000,2015-08-11
83000,2015-08-12
79000,2015-08-13
74167,2015-08-14
74167,2015-08-14
74167,2015-08-14
74167,2015-08-14
84000,2015-08-18
84000,2015-08-19
84000,2015-08-20
78333,2015-08-21
78333,2015-08-21
78333,2015-08-21
75000,2015-08-24
75000,2015-08-25
75000,2015-08-26
75000,2015-08-27
70833,2015-08-28
70833,2015-08-28
70833,2015-08-28
75000,2015-08-31
75000,2015-09-01
75000,2015-09-02
75000,2015-09-03
67167,2015-09-04
67167,2015-09-04
67167,2015-09-04
75000,2015-09-07
75000,2015-09-08
79000,2015-09-09
79000,2015-09-10
73333,2015-09-11
73333,2015-09-11
73333,2015-09-11
67400,2015-09-14
63400,2015-09-15
67400,2015-09-16
50000,2015-09-17
49167,2015-09-18
49167,2015-09-18
49167,2015-09-18
50000,2015-09-21
50000,2015-09-22
51000,2015-09-23
51000,2015-09-23
